Invoices_h_r_id,Account_id,Emp_id,Date_d,Time_t,Total_total
914,988,22,08/03/2022,09:10:02 م,470
929,1909,15,09/03/2022,07:52:18 م,259
915,748,23,08/03/2022,09:11:12 م,143.5
940,1338,1,10/03/2022,08:03:15 م,303
930,542,1,09/03/2022,07:53:50 م,804
941,542,1,10/03/2022,09:33:16 م,345
931,753,23,09/03/2022,08:36:47 م,47
942,531,23,10/03/2022,09:34:23 م,3708
943,218,22,10/03/2022,09:37:29 م,218
959,653,22,12/03/2022,02:59:51 م,598
980,1712,23,13/03/2022,01:56:59 م,250
996,1495,15,14/03/2022,12:56:01 م,132.5
1021,329,23,15/03/2022,04:14:45 م,18.5
1024,716,22,16/03/2022,02:13:07 م,575
1034,955,22,17/03/2022,12:51:33 م,371
1053,1770,23,19/03/2022,02:38:29 م,150
944,2142,0,10/03/2022,09:37:55 م,515.5
981,1716,23,13/03/2022,01:57:28 م,25
960,614,15,12/03/2022,03:14:21 م,282
997,2092,22,14/03/2022,05:12:58 م,190.25
1022,2086,22,15/03/2022,04:16:08 م,160
1025,1981,22,16/03/2022,02:13:57 م,
945,2079,1,10/03/2022,10:12:29 م,436
1035,2142,0,17/03/2022,02:25:58 م,80
982,1422,23,13/03/2022,01:57:57 م,432
961,614,15,12/03/2022,03:21:16 م,250
1026,1981,22,16/03/2022,02:14:30 م,289
946,685,23,10/03/2022,10:12:55 م,364.5
998,2092,22,14/03/2022,05:23:11 م,144
983,600,23,13/03/2022,01:58:23 م,110
962,172,15,12/03/2022,04:09:09 م,364
984,614,15,13/03/2022,02:17:17 م,
999,2092,22,14/03/2022,05:23:48 م,201
963,172,15,12/03/2022,04:17:00 م,190
947,2079,1,10/03/2022,10:16:35 م,176
1000,192,22,14/03/2022,05:31:18 م,1281
985,502,23,13/03/2022,05:01:30 م,451
964,410,22,12/03/2022,04:58:47 م,254
948,2142,0,10/03/2022,11:20:18 م,61
1001,1061,1,14/03/2022,05:32:07 م,876
965,614,15,12/03/2022,05:12:38 م,192.5
986,490,23,13/03/2022,05:05:27 م,37.5
987,1126,23,13/03/2022,05:06:25 م,137
966,753,23,12/03/2022,06:45:39 م,
967,513,1,12/03/2022,06:46:07 م,525
988,748,23,13/03/2022,05:50:50 م,41
968,753,23,12/03/2022,06:46:48 م,118
989,716,22,13/03/2022,05:51:25 م,66
969,1145,22,12/03/2022,06:48:34 م,187
990,256,23,13/03/2022,05:52:32 م,239
971,2079,1,12/03/2022,09:10:38 م,
972,360,22,12/03/2022,09:12:46 م,118
973,261,1,12/03/2022,09:16:26 م,141
974,1863,23,12/03/2022,09:22:43 م,126.5
975,1863,23,12/03/2022,09:32:02 م,112.5
991,467,15,13/03/2022,06:51:50 م,136.5
1002,2169,1,14/03/2022,07:17:12 م,1175
1015,682,22,15/03/2022,11:46:34 ص,183
1027,420,1,16/03/2022,02:15:07 م,41
1036,1338,1,17/03/2022,05:21:06 م,98.75
1069,261,1,20/03/2022,02:29:20 م,752.5
1085,601,23,21/03/2022,02:35:20 م,108
1054,2169,1,19/03/2022,02:39:17 م,1060
1102,1486,22,22/03/2022,01:25:09 م,320
992,1697,22,13/03/2022,06:54:51 م,684
1153,655,23,26/03/2022,01:21:12 م,394
1003,2169,1,14/03/2022,07:17:35 م,260
1016,682,22,15/03/2022,11:47:11 ص,174
1028,297,1,16/03/2022,02:15:29 م,118
993,2142,0,13/03/2022,06:55:14 م,585
1004,1980,1,14/03/2022,07:18:08 م,189
1055,151,1,19/03/2022,06:12:33 م,498
1086,871,22,21/03/2022,02:35:48 م,
1037,2158,22,17/03/2022,07:19:26 م,293
1047,2226,1,19/03/2022,12:05:56 م,87
1029,733,23,16/03/2022,07:05:37 م,418.5
1066,753,23,20/03/2022,11:49:23 ص,
1005,168,22,14/03/2022,07:18:59 م,121
1038,2086,22,17/03/2022,07:20:04 م,
1048,716,22,19/03/2022,12:58:49 م,44
1006,750,23,14/03/2022,07:19:46 م,266
1030,733,23,16/03/2022,07:06:19 م,788
1070,261,1,20/03/2022,02:42:19 م,60.5
1039,1711,1,17/03/2022,08:17:42 م,51
1007,653,22,14/03/2022,09:52:08 م,
1017,360,22,15/03/2022,11:48:30 ص,51.5
1031,1202,22,16/03/2022,07:07:56 م,7410
1008,653,22,14/03/2022,09:52:45 م,230
1040,730,1,17/03/2022,08:30:54 م,334
1018,753,23,15/03/2022,11:49:13 ص,59
1009,542,1,14/03/2022,10:03:40 م,
1056,2166,15,19/03/2022,09:06:41 م,
1032,2197,1,16/03/2022,07:09:26 م,135
1010,542,1,14/03/2022,10:05:08 م,287
1041,730,1,17/03/2022,08:44:53 م,129
1011,750,23,14/03/2022,10:08:48 م,714
1033,330,23,16/03/2022,08:24:43 م,102
1042,703,22,17/03/2022,08:59:09 م,108
1012,230,23,14/03/2022,10:20:17 م,444
1043,1678,1,17/03/2022,09:10:33 م,68
1013,2142,0,14/03/2022,10:21:15 م,743
1020,653,22,15/03/2022,02:50:35 م,396
1019,1495,15,15/03/2022,12:49:59 م,298.5
1044,1678,1,17/03/2022,09:10:46 م,150
1087,730,1,21/03/2022,03:25:49 م,1388.5
1103,2230,1,22/03/2022,01:54:34 م,239
1057,2226,1,19/03/2022,09:08:19 م,385
1122,1188,23,23/03/2022,05:59:11 م,295
1154,1714,22,26/03/2022,01:22:03 م,
1169,2147,0,26/03/2022,10:59:44 م,294
1067,753,23,20/03/2022,11:50:05 ص,47
1081,218,22,21/03/2022,11:01:35 ص,79.5
1045,1863,23,17/03/2022,10:23:06 م,493
1058,490,23,19/03/2022,09:08:56 م,295
1071,1481,22,20/03/2022,02:47:14 م,141
1155,1714,22,26/03/2022,01:22:22 م,
1104,1061,1,22/03/2022,01:55:09 م,295
1123,905,22,23/03/2022,07:44:59 م,1940
1059,1036,23,19/03/2022,09:09:27 م,250.5
1046,1863,23,17/03/2022,10:23:21 م,245
1072,1841,15,20/03/2022,04:04:29 م,63.6
1156,1714,22,26/03/2022,01:22:45 م,
1088,733,23,21/03/2022,05:31:30 م,541
1105,216,23,22/03/2022,01:57:49 م,635
1049,368,1,19/03/2022,01:06:01 م,559
1073,667,22,20/03/2022,04:05:39 م,344
1124,386,22,23/03/2022,07:45:50 م,123
1074,360,22,20/03/2022,04:06:16 م,46
1106,320,1,22/03/2022,05:46:58 م,109
1050,1714,22,19/03/2022,01:07:02 م,101.5
1107,1954,22,22/03/2022,07:03:09 م,558.5
1089,2226,1,21/03/2022,05:33:52 م,1020
1051,2226,1,19/03/2022,01:07:33 م,76
1068,1697,22,20/03/2022,11:50:38 ص,132.5
1052,1971,1,19/03/2022,01:08:08 م,14
1075,356,22,20/03/2022,04:10:16 م,21.5
1090,2226,1,21/03/2022,05:34:25 م,142
1076,391,22,20/03/2022,04:10:45 م,2096
1060,1447,15,19/03/2022,09:10:04 م,133
1091,270,23,21/03/2022,05:34:55 م,839
1061,2035,22,19/03/2022,09:10:32 م,232
1062,1873,1,19/03/2022,09:10:57 م,141
1077,667,22,20/03/2022,04:24:07 م,21.25
1092,212,22,21/03/2022,05:40:39 م,1350
1063,1831,22,19/03/2022,09:45:45 م,732
1078,168,22,20/03/2022,06:48:15 م,499
1079,405,22,20/03/2022,08:32:24 م,741
1064,1831,22,19/03/2022,09:46:12 م,282
1080,392,1,20/03/2022,08:44:56 م,249.5
1065,941,23,19/03/2022,09:59:38 م,343
1082,2142,0,21/03/2022,11:03:02 ص,175
1108,1954,22,22/03/2022,07:12:47 م,163
1125,753,23,23/03/2022,07:47:06 م,
1157,1714,22,26/03/2022,01:23:49 م,196.5
1170,1568,1,26/03/2022,11:00:01 م,
1180,614,15,27/03/2022,12:47:18 م,63
1194,1489,22,28/03/2022,10:08:14 ص,303
1221,542,1,29/03/2022,11:15:55 ص,2007.5
1126,753,23,23/03/2022,07:48:00 م,
1083,694,22,21/03/2022,11:23:43 ص,125
1249,1495,15,30/03/2022,01:18:21 م,297
1109,647,1,22/03/2022,09:14:31 م,1896
1171,368,1,26/03/2022,11:01:15 م,2112
1175,368,1,26/03/2022,11:26:57 م,80
1158,1714,22,26/03/2022,01:24:30 م,
1127,753,23,23/03/2022,07:48:19 م,
1084,694,22,21/03/2022,11:23:59 ص,254
1181,614,15,27/03/2022,01:01:57 م,
1110,2169,1,22/03/2022,09:49:36 م,4380
1195,542,1,28/03/2022,10:59:14 ص,477
1172,368,1,26/03/2022,11:01:27 م,
1093,753,23,21/03/2022,05:58:35 م,94
1159,2086,22,26/03/2022,01:25:19 م,3823.5
1176,368,1,26/03/2022,11:27:22 م,150
1111,685,23,23/03/2022,10:23:56 ص,204
1094,2114,15,21/03/2022,07:06:57 م,397
1179,906,1,27/03/2022,11:56:44 ص,696
1173,288,22,26/03/2022,11:09:17 م,209
1112,599,22,23/03/2022,10:25:11 ص,232
1095,210,1,21/03/2022,08:09:57 م,76
1113,210,1,23/03/2022,10:46:41 ص,300
1096,667,22,21/03/2022,08:11:23 م,77
1174,496,22,26/03/2022,11:09:50 م,
1114,1633,23,23/03/2022,04:12:00 م,208.5
1097,256,23,21/03/2022,08:11:50 م,39
1160,1714,22,26/03/2022,01:58:19 م,150
1115,1689,22,23/03/2022,04:12:43 م,59.75
1098,200,23,21/03/2022,08:12:14 م,224
1161,614,15,26/03/2022,02:56:18 م,1053.5
1099,682,22,21/03/2022,09:21:50 م,150
1116,1714,22,23/03/2022,04:14:31 م,513
1100,1179,15,21/03/2022,09:22:45 م,150
1101,2167,1,21/03/2022,09:31:47 م,300
1117,2142,0,23/03/2022,04:15:16 م,150
1118,748,23,23/03/2022,04:16:19 م,152.5
1119,748,23,23/03/2022,04:18:20 م,57
1120,955,23,23/03/2022,05:03:19 م,406
1121,2035,22,23/03/2022,05:40:56 م,47
1128,753,23,23/03/2022,07:48:59 م,
1177,816,0,26/03/2022,11:34:38 م,
1196,1954,22,28/03/2022,11:09:51 ص,247
1162,600,23,26/03/2022,04:40:51 م,315
1222,1633,23,29/03/2022,11:16:50 ص,666
1250,1427,23,30/03/2022,01:18:40 م,351
1129,753,23,23/03/2022,07:49:09 م,486
1287,493,23,31/03/2022,12:49:17 م,86
1324,350,15,03/04/2022,01:25:22 م,250
1178,2245,15,27/03/2022,10:48:42 ص,206
1163,218,22,26/03/2022,05:33:29 م,423.5
1130,542,1,23/03/2022,10:45:31 م,288
1197,685,23,28/03/2022,12:54:17 م,514
1251,1121,1,30/03/2022,01:19:20 م,776
1288,231,22,31/03/2022,04:20:25 م,73.5
1131,284,1,24/03/2022,11:18:54 ص,
1223,291,23,29/03/2022,11:18:46 ص,4112
1182,753,23,27/03/2022,01:29:00 م,300
1164,1689,22,26/03/2022,05:34:01 م,74.5
1198,685,23,28/03/2022,12:55:00 م,284
1132,2086,22,24/03/2022,12:47:02 م,
1252,614,15,30/03/2022,01:49:17 م,160
1183,614,15,27/03/2022,01:29:35 م,
1133,601,23,24/03/2022,12:49:01 م,138
1165,1633,23,26/03/2022,06:18:32 م,425
1184,438,23,27/03/2022,02:45:11 م,342.5
1199,493,23,28/03/2022,12:56:59 م,370
1166,360,22,26/03/2022,06:42:18 م,270
1134,2086,22,24/03/2022,12:50:20 م,35.5
1185,753,23,27/03/2022,02:47:28 م,536
1167,1688,1,26/03/2022,10:20:02 م,47
1200,1545,15,28/03/2022,03:01:37 م,150
1135,284,1,24/03/2022,12:51:11 م,86
1186,716,22,27/03/2022,02:48:09 م,1484
1168,1688,1,26/03/2022,10:20:15 م,127
1136,1988,15,24/03/2022,01:36:16 م,197.5
1137,748,23,24/03/2022,02:54:31 م,150
1138,1259,15,24/03/2022,03:16:40 م,150
1187,360,22,27/03/2022,06:54:14 م,270
1139,1831,22,24/03/2022,04:40:29 م,405
1140,421,22,24/03/2022,06:07:17 م,169
1141,380,23,24/03/2022,06:07:45 م,88
1142,168,22,24/03/2022,06:08:59 م,124
1143,1311,1,24/03/2022,06:09:40 م,244
1144,261,1,24/03/2022,06:10:11 م,167
1145,748,23,24/03/2022,08:20:14 م,
1146,542,1,24/03/2022,08:28:04 م,1450
1147,918,22,24/03/2022,08:44:42 م,156.5
1193,1105,23,27/03/2022,10:11:04 م,870
1224,2026,22,29/03/2022,11:27:07 ص,105
1253,929,23,30/03/2022,02:20:16 م,190
1201,230,23,28/03/2022,03:15:38 م,744
1188,238,22,27/03/2022,07:07:42 م,120
1289,231,22,31/03/2022,04:57:27 م,56
1314,166,15,02/04/2022,04:12:44 م,150
1325,1319,15,03/04/2022,01:32:24 م,45
1225,1172,1,29/03/2022,11:49:44 ص,270
1189,360,22,27/03/2022,07:08:37 م,66
1148,174,22,24/03/2022,09:12:47 م,120
1202,288,22,28/03/2022,03:16:28 م,445
1254,931,1,30/03/2022,02:42:31 م,130
1290,733,23,31/03/2022,04:59:34 م,1164
1312,233,22,02/04/2022,02:47:43 م,158
1149,748,23,24/03/2022,09:14:56 م,150
1190,615,15,27/03/2022,07:18:23 م,
1226,391,22,29/03/2022,11:51:23 ص,1135
1243,2210,22,30/03/2022,11:09:13 ص,115
1203,1812,15,28/03/2022,03:36:04 م,68
1150,1902,22,24/03/2022,10:17:59 م,707
1291,2169,1,31/03/2022,05:38:21 م,1076.5
1227,256,23,29/03/2022,03:28:04 م,127.5
1204,2249,0,28/03/2022,04:03:25 م,139
1191,1715,22,27/03/2022,09:00:01 م,538
1255,392,1,30/03/2022,03:22:03 م,227.4
1151,2059,22,24/03/2022,10:18:32 م,106
1228,1085,23,29/03/2022,03:28:28 م,127.5
1205,785,0,28/03/2022,04:03:58 م,272
1192,1770,23,27/03/2022,09:00:41 م,632.5
1256,601,23,30/03/2022,04:02:01 م,6
1152,263,23,24/03/2022,11:13:33 م,276
1229,2027,1,29/03/2022,03:30:05 م,1135
1206,685,23,28/03/2022,04:49:51 م,
1230,935,22,29/03/2022,03:30:32 م,51.5
1207,653,22,28/03/2022,04:50:16 م,170
1208,2197,1,28/03/2022,04:50:35 م,135
1231,1716,23,29/03/2022,04:01:04 م,676
1209,673,22,28/03/2022,04:51:05 م,185
1232,1716,23,29/03/2022,04:01:51 م,38.25
1210,1701,15,28/03/2022,05:11:32 م,115
1211,2217,15,28/03/2022,06:54:11 م,1011
1212,261,1,28/03/2022,06:58:45 م,
1213,261,1,28/03/2022,06:59:45 م,16
1214,639,23,28/03/2022,08:11:27 م,279
1215,420,1,28/03/2022,08:20:19 م,450
1216,697,1,28/03/2022,08:20:58 م,664
1233,2180,0,29/03/2022,04:03:10 م,47
1257,1507,23,30/03/2022,04:02:54 م,73.5
1292,256,23,31/03/2022,05:51:04 م,295
1326,1633,23,03/04/2022,01:54:41 م,3296
1329,276,15,03/04/2022,04:05:13 م,224.5
1361,261,1,04/04/2022,11:39:31 ص,518
1378,733,23,05/04/2022,10:16:06 ص,137
1410,748,23,06/04/2022,09:27:09 ص,
1234,688,15,29/03/2022,04:56:39 م,132
1217,753,23,28/03/2022,08:23:01 م,139
1258,2193,15,30/03/2022,04:38:23 م,132
1293,372,23,31/03/2022,05:51:39 م,73.5
1304,218,22,02/04/2022,11:42:50 ص,203.4
1235,320,1,29/03/2022,05:58:08 م,315
1218,753,23,28/03/2022,08:23:58 م,304
1259,2070,23,30/03/2022,05:24:43 م,
1294,372,23,31/03/2022,05:52:04 م,76
1260,1553,23,30/03/2022,05:24:59 م,292.5
1327,753,23,03/04/2022,01:55:16 م,51
1219,168,22,28/03/2022,08:24:23 م,229
1305,2229,23,02/04/2022,11:43:46 ص,299
1261,144,,30/03/2022,05:25:02 م,
1236,733,23,29/03/2022,07:08:21 م,227
1244,218,22,30/03/2022,11:11:12 ص,169
1220,1485,22,28/03/2022,08:36:14 م,694
1295,1481,22,31/03/2022,06:09:04 م,379
1245,655,23,30/03/2022,11:12:02 ص,164
1281,2223,23,31/03/2022,11:33:36 ص,
1237,750,23,29/03/2022,07:10:57 م,370
1328,1576,15,03/04/2022,02:26:15 م,118
1238,750,23,29/03/2022,07:11:10 م,370
1286,685,23,31/03/2022,11:41:52 ص,119
1262,144,,30/03/2022,05:25:33 م,
1263,2070,23,30/03/2022,05:42:48 م,273
1296,2035,22,31/03/2022,07:18:58 م,144
1239,2197,1,29/03/2022,07:26:05 م,282
1264,472,1,30/03/2022,05:44:03 م,239
1265,291,23,30/03/2022,05:55:46 م,406.5
1240,1940,15,29/03/2022,08:18:53 م,467.5
1246,2210,22,30/03/2022,11:28:30 ص,
1247,2210,22,30/03/2022,11:28:52 ص,
1241,332,22,29/03/2022,08:30:38 م,73.5
1266,291,23,30/03/2022,05:56:09 م,1323
1242,552,22,29/03/2022,08:38:05 م,133
1248,2210,22,30/03/2022,11:30:17 ص,75
1267,2086,22,30/03/2022,05:57:25 م,45
1268,685,23,30/03/2022,05:59:54 م,135.5
1269,2249,0,30/03/2022,06:05:48 م,73
1306,905,22,02/04/2022,11:44:17 ص,135
1322,368,1,03/04/2022,12:46:15 م,267
1280,216,23,31/03/2022,11:09:55 ص,744
1313,1331,15,02/04/2022,03:16:05 م,67
1330,320,1,03/04/2022,04:22:55 م,410
1362,2227,22,04/04/2022,01:59:05 م,190.5
1270,879,15,30/03/2022,06:18:59 م,76
1297,682,22,31/03/2022,07:20:54 م,68
1379,1143,15,05/04/2022,10:34:45 ص,
1411,1447,15,06/04/2022,01:12:53 م,135
1441,373,22,07/04/2022,02:14:44 م,49
1271,385,23,30/03/2022,06:23:33 م,484
1282,2223,23,31/03/2022,11:33:51 ص,910
1331,296,1,03/04/2022,04:23:21 م,1047
1363,396,22,04/04/2022,01:59:53 م,10400
1307,2112,23,02/04/2022,01:23:23 م,118
1283,542,1,31/03/2022,11:38:49 ص,201
1272,2158,22,30/03/2022,06:24:28 م,503
1332,477,15,03/04/2022,04:27:41 م,150
1380,1422,23,05/04/2022,01:00:47 م,316
1364,548,23,04/04/2022,02:01:40 م,300
1284,144,,31/03/2022,11:40:52 ص,
1333,320,1,03/04/2022,04:46:26 م,287.5
1273,2147,0,30/03/2022,06:25:15 م,51.5
1285,332,22,31/03/2022,11:40:57 ص,87
1365,971,15,04/04/2022,02:46:19 م,50
1334,447,23,03/04/2022,05:00:18 م,150
1274,955,22,30/03/2022,06:57:24 م,552
1298,1770,23,31/03/2022,07:21:47 م,675
1315,1937,15,02/04/2022,04:23:46 م,550
1299,1689,22,31/03/2022,09:30:00 م,134
1275,496,22,30/03/2022,07:25:12 م,300
1335,1714,22,03/04/2022,05:00:29 م,178
1336,447,23,03/04/2022,05:00:51 م,
1308,334,15,02/04/2022,01:29:04 م,
1276,676,1,30/03/2022,08:14:29 م,99
1300,1689,22,31/03/2022,10:33:27 م,129.5
1309,334,15,02/04/2022,01:29:49 م,80
1277,242,23,30/03/2022,08:26:59 م,110
1301,301,22,31/03/2022,11:08:25 م,141
1278,1364,22,30/03/2022,09:31:16 م,310
1316,320,1,02/04/2022,05:03:23 م,410
1302,212,22,31/03/2022,11:08:45 م,282
1310,2193,15,02/04/2022,01:36:48 م,450
1279,1364,22,30/03/2022,09:31:37 م,
1303,1576,15,31/03/2022,11:09:39 م,150
1311,2193,15,02/04/2022,01:37:11 م,300
1317,320,1,02/04/2022,05:15:38 م,48
1323,621,23,03/04/2022,12:55:08 م,200
1337,447,23,03/04/2022,05:02:06 م,150
1381,231,22,05/04/2022,01:13:48 م,111.75
1412,653,22,06/04/2022,01:14:30 م,59.5
1442,1611,15,07/04/2022,03:10:29 م,30
1470,312,1,09/04/2022,01:42:20 م,444
1492,956,22,10/04/2022,10:20:02 ص,
1318,2253,0,02/04/2022,05:31:30 م,36
1338,1486,22,03/04/2022,05:02:43 م,174
1382,1145,22,05/04/2022,01:20:44 م,527
1366,337,23,04/04/2022,03:22:00 م,707.5
1413,1172,1,06/04/2022,01:17:07 م,129.2
1319,421,22,02/04/2022,05:41:50 م,
1339,1669,22,03/04/2022,05:14:16 م,122
1320,421,22,02/04/2022,05:42:17 م,474
1471,542,1,09/04/2022,02:29:16 م,879
1414,653,22,06/04/2022,01:37:01 م,150
1367,1560,15,04/04/2022,04:57:33 م,114
1340,694,22,03/04/2022,05:15:45 م,
1321,716,22,02/04/2022,05:43:20 م,741
1415,2086,22,06/04/2022,02:10:14 م,85
1368,935,22,04/04/2022,05:04:57 م,1101
1341,1688,1,03/04/2022,05:16:06 م,324
1383,2197,1,05/04/2022,01:23:01 م,840.5
1438,685,23,07/04/2022,10:15:45 ص,188
1342,1688,1,03/04/2022,05:16:21 م,108
1369,160,22,04/04/2022,05:05:55 م,861
1370,160,22,04/04/2022,05:15:26 م,574
1343,694,22,03/04/2022,05:19:43 م,99.5
1384,1145,22,05/04/2022,01:24:19 م,447
1371,1335,1,04/04/2022,05:16:03 م,225
1344,694,22,03/04/2022,05:22:59 م,95
1372,360,22,04/04/2022,05:16:52 م,300
1345,1688,1,03/04/2022,05:24:07 م,238
1373,559,1,04/04/2022,05:20:51 م,60
1346,2070,23,03/04/2022,05:41:00 م,98
1374,1831,22,04/04/2022,05:23:27 م,126.5
1347,1831,22,03/04/2022,05:46:52 م,261
1375,2142,0,04/04/2022,05:57:33 م,2250
1348,2142,0,03/04/2022,05:47:15 م,239
1349,2142,0,03/04/2022,05:48:20 م,253
1350,2002,22,03/04/2022,05:49:23 م,72.5
1351,284,1,03/04/2022,08:13:24 م,299.5
1352,1243,15,03/04/2022,09:29:39 م,87.5
1353,1633,23,03/04/2022,10:05:53 م,229
1376,391,22,04/04/2022,05:57:56 م,1800
1385,288,22,05/04/2022,01:27:21 م,218
1416,2086,22,06/04/2022,02:13:15 م,34
1354,472,1,03/04/2022,10:06:36 م,1232.5
1439,261,1,07/04/2022,10:25:24 ص,803
1516,2035,22,11/04/2022,03:35:04 م,
1542,2249,0,12/04/2022,02:33:55 م,
1472,542,1,09/04/2022,02:30:14 م,268
1377,552,22,04/04/2022,09:39:41 م,
1493,1268,15,10/04/2022,12:50:53 م,129
1417,1065,1,06/04/2022,02:22:54 م,340
1443,493,23,07/04/2022,03:23:03 م,300
1386,1689,22,05/04/2022,01:30:07 م,22.25
1517,2035,22,11/04/2022,03:35:15 م,244
1355,173,1,03/04/2022,10:20:46 م,300
1473,2142,0,09/04/2022,02:37:15 م,220
1418,600,23,06/04/2022,02:30:11 م,175
1387,1714,22,05/04/2022,01:31:26 م,60.5
1444,1485,22,07/04/2022,03:39:13 م,150
1494,2247,14,10/04/2022,12:52:16 م,20126
1356,1714,22,03/04/2022,10:33:31 م,50
1388,1688,1,05/04/2022,01:38:49 م,1905
1419,600,23,06/04/2022,04:09:23 م,234
1357,472,1,03/04/2022,10:43:01 م,70
1445,1732,15,07/04/2022,04:36:40 م,82
1474,273,23,09/04/2022,02:37:56 م,175
1389,307,15,05/04/2022,02:22:37 م,38
1358,2169,1,03/04/2022,11:13:39 م,1660
1420,2035,22,06/04/2022,04:09:47 م,449
